"Price","Distance","Type","BuildingArea","Bathroom","Rooms","Car","Landsize","YearBuilt","Propertycount","Date","SaleYear","AgeWhenSold"
6e+05,13,"h",150,1,3,2,599,1960,8870,"24/09/2016",2016,56
570000,13,"h",146,2,3,2,585,1975,8870,"24/09/2016",2016,41
762700,13,"h",100,1,3,4,597,1960,8870,"25/02/2017",2017,57
465000,13,"u",89,1,2,1,176,2012,8870,"25/02/2017",2017,5
741250,13,"h",88,1,2,1,668,1955,8870,"25/02/2017",2017,62
1e+06,13,"h",304,2,4,8,977,1935,8870,"27/11/2016",2016,81
630000,13,"h",180,2,4,2,602,1950,8870,"27/11/2016",2016,66
670000,13,"h",135,1,3,3,705,1950,8870,"27/11/2016",2016,66
417000,13,"h",77,1,2,1,172,2013,8870,"27/11/2016",2016,3
6e+05,13,"t",143,1,3,2,258,2001,8870,"27/11/2016",2016,15
440000,13,"t",121,2,3,1,215,2010,8870,"28/05/2016",2016,6
660000,13,"h",116,1,3,2,657,1950,8870,"28/08/2016",2016,66
270000,13,"h",155,1,2,1,155,2000,8870,"30/07/2016",2016,16
825000,13,"h",194,2,4,4,768,1970,8870,"30/07/2016",2016,46
638000,13,"h",258,2,4,1,624,2005,8870,"30/07/2016",2016,11
631000,13.6,"h",138,2,3,2,608,2001,1071,"3/09/2016",2016,15
532000,13.6,"t",19,2,3,1,149,2005,1071,"3/09/2016",2016,11
504000,13.6,"h",139,2,3,1,215,2004,1071,"6/08/2016",2016,12
468000,13.6,"t",138,2,3,2,178,2000,1071,"7/05/2016",2016,16
802500,13.6,"h",264,2,4,2,0,2005,1071,"12/11/2016",2016,11
709000,13.6,"h",213,2,4,2,453,2007,1071,"14/05/2016",2016,9
485000,13.6,"h",134,2,3,1,175,2004,1071,"16/04/2016",2016,12
540000,13.6,"h",141,2,3,1,367,2008,1071,"19/11/2016",2016,8
390000,13.6,"h",136,2,3,1,158,2005,1071,"23/04/2016",2016,11
8e+05,13.6,"h",251,2,4,2,719,2000,1071,"26/07/2016",2016,16
740000,13.6,"h",213,2,4,2,453,2007,1071,"27/06/2016",2016,9
605000,12.1,"h",116,1,3,2,597,1960,2606,"3/09/2016",2016,56
685500,12.1,"h",103,1,3,2,724,1970,2606,"3/09/2016",2016,46
610000,12.1,"h",98,1,2,1,394,1950,2606,"3/12/2016",2016,66
630000,12.1,"h",112,1,3,1,604,1970,2606,"3/12/2016",2016,46
870000,12.1,"h",268,3,4,5,591,2010,2606,"3/12/2016",2016,6
810000,12.1,"h",129,2,3,2,592,1950,2606,"4/03/2017",2017,67
487000,12.1,"u",96,1,2,2,198,2010,2606,"10/09/2016",2016,6
7e+05,12.1,"h",168,2,4,2,700,1950,2606,"10/09/2016",2016,66
600500,12.1,"h",161,2,4,1,462,1970,2606,"10/09/2016",2016,46
730000,12.1,"h",134,1,3,2,570,1970,2606,"10/12/2016",2016,46
8e+05,12.1,"h",116,2,3,2,565,1960,2606,"10/12/2016",2016,56
750000,12.1,"t",251,2,3,2,301,2011,2606,"12/06/2016",2016,5
740000,12.1,"h",115,1,3,1,568,1960,2606,"12/11/2016",2016,56
646000,12.1,"h",106,1,3,2,574,1970,2606,"12/11/2016",2016,46
545000,12.1,"h",113,2,3,3,230,2000,2606,"12/11/2016",2016,16
777000,12.1,"h",176,1,4,2,700,1960,2606,"13/08/2016",2016,56
722000,12.1,"h",103,3,2,1,580,1950,2606,"13/08/2016",2016,66
545000,12.1,"h",102,1,2,3,591,1960,2606,"14/05/2016",2016,56
510000,12.1,"t",115,2,3,2,234,2012,2606,"16/04/2016",2016,4
631500,12.1,"h",95,1,3,3,593,1965,2606,"18/06/2016",2016,51
550000,12.1,"h",142,1,3,3,610,1960,2606,"22/05/2016",2016,56
330000,12.1,"h",2,1,2,1,249,1970,2606,"22/05/2016",2016,46
715888,12.1,"h",92,1,2,1,613,1960,2606,"25/02/2017",2017,57
468000,12.1,"t",110,1,2,1,137,2012,2606,"26/07/2016",2016,4
515000,12.1,"h",79,1,2,2,345,1990,2606,"27/11/2016",2016,26
895000,13.7,"u",87,1,2,1,228,1975,5454,"3/09/2016",2016,41
587000,13.7,"u",74,1,2,1,0,1975,5454,"3/09/2016",2016,41
2800000,13.7,"h",320,3,4,2,701,2015,5454,"3/09/2016",2016,1
3250000,13.7,"h",300,3,4,2,928,1904,5454,"3/09/2016",2016,112
2140000,13.7,"h",187,2,4,3,688,1925,5454,"3/12/2016",2016,91
1600000,13.7,"h",242,2,4,2,607,2011,5454,"3/12/2016",2016,5
1003500,13.7,"h",109,1,3,2,289,1998,5454,"3/12/2016",2016,18
802000,13.7,"u",85,1,2,1,0,1965,5454,"3/12/2016",2016,51
1560000,13.7,"h",125,1,3,3,593,1955,5454,"4/03/2017",2017,62
760000,13.7,"u",86,1,2,1,90,1985,5454,"6/08/2016",2016,31
616000,13.7,"u",104,1,2,1,0,2005,5454,"6/08/2016",2016,11
1680000,13.7,"h",90,1,4,1,723,1955,5454,"6/08/2016",2016,61
1120000,13.7,"h",113,2,3,3,373,1984,5454,"7/05/2016",2016,32
3200000,13.7,"h",325,3,4,3,760,1920,5454,"10/09/2016",2016,96
1250000,13.7,"h",220,3,4,2,398,2014,5454,"10/09/2016",2016,2
2e+06,13.7,"h",248,3,4,4,615,1925,5454,"10/09/2016",2016,91
1805000,13.7,"h",224,2,5,2,700,1950,5454,"10/09/2016",2016,66
2600000,13.7,"h",162,1,4,2,1504,1900,5454,"12/06/2016",2016,116
3470000,13.7,"h",413,3,5,4,670,2008,5454,"12/11/2016",2016,8
1050000,13.7,"h",120,2,3,2,357,1970,5454,"15/10/2016",2016,46
810000,13.7,"u",115,1,3,1,195,1960,5454,"15/10/2016",2016,56
1460000,13.7,"h",137,2,3,2,413,1970,5454,"15/10/2016",2016,46
3075000,13.7,"h",204,2,5,2,830,1901,5454,"17/09/2016",2016,115
875500,13.7,"u",118,2,2,1,225,1970,5454,"18/03/2017",2017,47
2600000,13.7,"h",324,4,5,2,1000,1950,5454,"18/03/2017",2017,67
1705000,13.7,"h",364,2,5,2,648,1950,5454,"18/06/2016",2016,66
1515000,13.7,"h",613,2,4,0,611,1950,5454,"19/11/2016",2016,66
2980000,13.7,"h",323,3,5,2,694,2011,5454,"19/11/2016",2016,5
2200000,13.7,"h",305,3,4,4,583,2000,5454,"23/04/2016",2016,16
1100000,13.7,"t",140,2,3,1,355,1987,5454,"24/09/2016",2016,29
3325000,13.7,"h",303,3,4,2,627,1997,5454,"25/02/2017",2017,20
450000,13.7,"u",70,2,2,1,0,2007,5454,"25/02/2017",2017,10
5e+05,13.7,"u",61,1,2,1,0,1970,5454,"27/06/2016",2016,46
1460000,13.7,"h",228,3,4,2,562,1950,5454,"27/06/2016",2016,66
1740000,13.7,"h",209,3,4,2,414,1950,5454,"27/11/2016",2016,66
1800000,13.7,"h",184,2,4,1,667,1935,5454,"28/05/2016",2016,81
2160000,13.7,"h",231,2,4,1,577,1940,5454,"28/05/2016",2016,76
2250000,13.7,"h",260,2,4,2,647,1925,5454,"28/08/2016",2016,91
2130000,13.7,"h",188,2,4,2,714,1925,5454,"30/07/2016",2016,91
4e+05,14.5,"u",75,1,2,1,0,1960,2356,"4/03/2017",2017,57
926000,14.5,"h",140,2,3,2,393,1950,2356,"18/06/2016",2016,66
1070000,14.5,"h",106,1,3,3,583,1970,2356,"19/11/2016",2016,46
801000,14.5,"u",107,1,2,1,217,1994,2356,"19/11/2016",2016,22
1150000,14.5,"t",3,2,3,1,0,2005,2356,"22/08/2016",2016,11
472000,14.5,"u",68,1,2,1,215,2007,2356,"25/02/2017",2017,10
1300000,14.5,"h",150,2,3,2,586,1950,2356,"28/05/2016",2016,66
1200000,14.5,"h",154,2,4,2,0,2002,2356,"28/08/2016",2016,14
1650000,4.6,"h",210,2,4,2,317,2005,11308,"3/09/2016",2016,11
2670000,4.6,"h",235,2,4,1,336,1905,11308,"3/12/2016",2016,111
348000,4.6,"u",53,1,1,1,0,1950,11308,"3/12/2016",2016,66
1189000,4.6,"u",122,1,3,1,181,1969,11308,"3/12/2016",2016,47
610000,4.6,"u",82,2,2,1,85,2014,11308,"4/03/2017",2017,3
492000,4.6,"u",63,1,1,1,0,1995,11308,"4/03/2017",2017,22
806000,4.6,"u",64,1,2,1,0,1930,11308,"4/06/2016",2016,86
2e+06,4.6,"h",176,2,3,1,460,1940,11308,"6/08/2016",2016,76
753000,4.6,"u",88,1,2,2,0,1960,11308,"7/05/2016",2016,56
330000,4.6,"u",52,1,1,1,0,1970,11308,"7/05/2016",2016,46
1420000,4.6,"h",108,1,3,0,218,1890,11308,"7/05/2016",2016,126
495000,4.6,"u",60,1,2,1,0,2014,11308,"7/11/2016",2016,2
292000,4.6,"u",56,1,1,0,0,1966,11308,"7/11/2016",2016,50
580000,4.6,"u",76,1,2,1,1089,2003,11308,"8/10/2016",2016,13
1300000,4.6,"h",155,2,3,1,341,1938,11308,"8/10/2016",2016,78
1300000,4.6,"h",90,1,3,0,232,1900,11308,"8/10/2016",2016,116
440000,4.6,"u",52,1,2,1,0,1970,11308,"10/09/2016",2016,46
1e+06,4.6,"u",145,3,3,2,0,1999,11308,"10/09/2016",2016,17
1741000,4.6,"h",109,1,3,1,383,1910,11308,"10/09/2016",2016,106
655000,4.6,"u",78,1,2,1,0,1960,11308,"10/12/2016",2016,56
488000,4.6,"u",57,1,1,1,0,2004,11308,"10/12/2016",2016,12
2065000,4.6,"h",150,1,3,1,351,1910,11308,"12/06/2016",2016,106
350000,4.6,"u",51,1,1,1,0,1960,11308,"12/11/2016",2016,56
1712000,4.6,"h",130,1,3,1,342,1900,11308,"12/11/2016",2016,116
480000,4.6,"u",50,1,1,1,0,1940,11308,"13/08/2016",2016,76
3225000,4.6,"h",220,2,4,2,665,1890,11308,"13/08/2016",2016,126
4e+05,4.6,"u",41,1,1,1,0,1950,11308,"15/10/2016",2016,66
1650000,4.6,"u",180,2,4,3,207,2002,11308,"15/10/2016",2016,14
3950000,4.6,"h",340,2,5,3,1236,1890,11308,"16/04/2016",2016,126
587500,4.6,"u",72,1,2,1,1099,1965,11308,"16/07/2016",2016,51
560000,4.6,"u",70,1,2,1,0,2013,11308,"16/07/2016",2016,3
1936000,4.6,"h",173,2,4,1,218,1890,11308,"17/09/2016",2016,126
4250000,4.6,"h",435,4,5,3,1275,1930,11308,"17/09/2016",2016,86
630000,4.6,"u",75,1,3,1,0,1970,11308,"18/03/2017",2017,47
1560000,4.6,"h",148,2,3,0,198,1910,11308,"18/03/2017",2017,107
840000,4.6,"u",88,2,3,2,0,2014,11308,"18/03/2017",2017,3
1780000,4.6,"h",178,3,3,2,88,2011,11308,"18/03/2017",2017,6
815000,4.6,"u",93,1,2,1,0,1940,11308,"18/06/2016",2016,76
1975000,4.6,"u",196,2,3,1,0,2010,11308,"18/06/2016",2016,6
657500,4.6,"u",73,1,2,1,728,1965,11308,"19/11/2016",2016,51
5050000,4.6,"h",373,4,4,2,905,1913,11308,"19/11/2016",2016,103
445000,4.6,"u",52,1,1,1,0,1970,11308,"19/11/2016",2016,46
1180000,4.6,"h",92,1,3,3,218,1900,11308,"19/11/2016",2016,116
470000,4.6,"u",70,1,2,1,0,1970,11308,"22/05/2016",2016,46
485000,4.6,"u",76,1,2,1,0,2005,11308,"22/05/2016",2016,11
1800000,4.6,"h",158,2,4,4,601,1940,11308,"22/08/2016",2016,76
1855000,4.6,"h",125,1,3,1,304,1900,11308,"22/08/2016",2016,116
665000,4.6,"u",70,1,2,3,0,1965,11308,"23/04/2016",2016,51
1551000,4.6,"h",103,1,3,1,199,1890,11308,"24/09/2016",2016,126
612500,4.6,"u",71,1,2,1,859,1960,11308,"25/02/2017",2017,57
2410000,4.6,"h",171,2,3,0,249,1890,11308,"25/02/2017",2017,127
715000,4.6,"u",82,1,2,1,0,2001,11308,"27/11/2016",2016,15
1055000,4.6,"t",151,2,2,1,191,1975,11308,"27/11/2016",2016,41
1976000,4.6,"h",275,2,4,2,410,1890,11308,"27/11/2016",2016,126
499000,4.6,"u",56,1,1,1,0,1960,11308,"28/05/2016",2016,56
495000,4.6,"u",85,1,2,1,0,1970,11308,"28/05/2016",2016,46
3750000,4.6,"h",344,3,5,2,827,1920,11308,"28/05/2016",2016,96
1400000,4.6,"h",126,2,3,1,164,1890,11308,"28/08/2016",2016,126
370000,4.6,"u",44,1,1,1,0,2014,11308,"28/08/2016",2016,2
627500,4.6,"u",89,2,2,2,0,2000,11308,"28/08/2016",2016,16
815000,10.5,"h",120,1,2,2,589,1930,2947,"3/09/2016",2016,86
565000,10.5,"t",107,2,2,1,201,2007,2947,"6/08/2016",2016,9
994000,10.5,"h",192,2,3,2,807,1950,2947,"10/12/2016",2016,66
785000,10.5,"h",130,1,3,0,592,1950,2947,"10/12/2016",2016,66
620000,10.5,"t",118,2,3,2,215,2005,2947,"10/12/2016",2016,11
706750,10.5,"t",125,2,3,2,250,2012,2947,"11/02/2017",2017,5
584000,10.5,"h",84,1,2,1,428,1950,2947,"12/06/2016",2016,66
909000,10.5,"h",134,2,3,2,585,1960,2947,"12/11/2016",2016,56
1086000,10.5,"h",161,2,4,2,724,1960,2947,"12/11/2016",2016,56
680000,10.5,"h",78,1,2,1,605,1950,2947,"12/11/2016",2016,66
650000,10.5,"h",85,1,2,3,620,1950,2947,"16/04/2016",2016,66
890000,10.5,"h",172,2,5,2,596,1972,2947,"16/04/2016",2016,44
650000,10.5,"h",90,1,3,2,582,1955,2947,"16/04/2016",2016,61
605000,10.5,"u",87,1,2,1,166,2008,2947,"19/11/2016",2016,8
770000,10.5,"h",115,4,8,4,638,1960,2947,"19/11/2016",2016,56
950000,10.5,"h",118,1,3,2,800,1960,2947,"19/11/2016",2016,56
856000,10.5,"h",208,1,4,2,722,1975,2947,"22/08/2016",2016,41
6e+05,10.5,"h",200,2,3,2,251,2012,2947,"22/08/2016",2016,4
915000,10.5,"h",101,1,3,1,748,1950,2947,"25/02/2017",2017,67
4e+05,10.5,"u",83,1,2,1,127,1970,2947,"26/07/2016",2016,46
550000,10.5,"h",90,1,3,1,420,1960,2947,"27/11/2016",2016,56
590000,10.5,"h",80,1,2,2,586,1955,2947,"28/05/2016",2016,61
920000,10.5,"h",97,1,2,3,932,1950,2947,"28/05/2016",2016,66
460000,10.5,"h",79,1,2,2,508,1955,2947,"28/05/2016",2016,61
1000500,10.5,"h",191,2,4,1,592,1950,2947,"30/07/2016",2016,66
631000,10.5,"h",99,1,3,1,596,1960,2947,"30/07/2016",2016,56
691000,9.4,"h",86,1,3,2,624,1965,2674,"3/09/2016",2016,51
560000,9.4,"h",87,1,3,1,523,1960,2674,"3/12/2016",2016,56
370000,9.4,"t",90,1,2,1,100,2013,2674,"7/05/2016",2016,3
532000,9.4,"h",86,1,3,1,390,1955,2674,"7/11/2016",2016,61
515500,9.4,"h",111,1,2,1,331,1960,2674,"12/11/2016",2016,56
8e+05,9.4,"h",88,1,3,3,633,1950,2674,"12/11/2016",2016,66
620000,9.4,"h",88,1,2,2,668,1950,2674,"16/04/2016",2016,66
360000,9.4,"u",85,1,2,1,89,1970,2674,"16/04/2016",2016,46
440500,9.4,"h",81,1,2,1,368,1955,2674,"16/07/2016",2016,61
758000,9.4,"h",152,1,4,1,632,1955,2674,"17/09/2016",2016,61
480000,9.4,"h",13,1,3,1,338,1980,2674,"18/06/2016",2016,36
715000,9.4,"h",196,2,4,2,521,1990,2674,"19/11/2016",2016,26
646250,9.4,"h",18,1,3,2,616,1965,2674,"22/05/2016",2016,51
1375000,9.4,"h",106,1,3,1,368,1960,2674,"23/04/2016",2016,56
722000,9.4,"h",99,1,3,2,593,1950,2674,"25/02/2017",2017,67
725000,9.4,"h",77,1,2,3,632,1960,2674,"27/11/2016",2016,56
465000,9.4,"h",85,1,3,1,413,1960,2674,"28/08/2016",2016,56
1550000,13,"h",97,1,2,1,732,1950,3145,"3/09/2016",2016,66
516000,13,"u",76,1,2,1,0,1970,3145,"3/09/2016",2016,46
1340000,13,"h",128,1,3,1,705,1920,3145,"3/12/2016",2016,96
1316000,13,"h",126,1,3,2,715,1949,3145,"6/08/2016",2016,67
828000,13,"t",118,2,3,1,206,2002,3145,"7/05/2016",2016,14
1055000,13,"h",97,1,3,1,562,1930,3145,"8/10/2016",2016,86
623000,13,"u",90,1,2,1,101,1970,3145,"10/09/2016",2016,46
2120000,13,"h",315,2,4,2,847,1925,3145,"10/09/2016",2016,91
1745000,13,"h",185,2,4,1,547,1925,3145,"10/12/2016",2016,91
1700000,13,"h",180,2,4,2,545,1940,3145,"12/11/2016",2016,76
420000,13,"u",70,1,2,1,0,2010,3145,"12/11/2016",2016,6
1337000,13,"h",100,1,4,2,696,1930,3145,"15/10/2016",2016,86
455000,13,"u",60,1,2,2,0,1960,3145,"16/04/2016",2016,56
4e+05,13,"u",88,1,2,1,100,1975,3145,"17/09/2016",2016,41
1210000,13,"h",122,1,3,2,730,1940,3145,"22/08/2016",2016,76
1167500,13,"h",184,2,4,1,678,1950,3145,"26/07/2016",2016,66
9e+05,13,"t",154,2,3,1,360,1975,3145,"26/07/2016",2016,41
677500,13,"h",83,1,2,4,575,1950,3145,"30/07/2016",2016,66
2265000,7.9,"h",208,2,4,2,925,1925,5549,"4/03/2017",2017,92
981000,7.9,"h",378,3,3,2,626,2016,5549,"4/06/2016",2016,0
2400000,7.9,"h",201,2,4,2,1252,1920,5549,"4/06/2016",2016,96
890000,7.9,"t",140,2,3,2,249,2005,5549,"4/06/2016",2016,11
739000,7.9,"u",91,1,2,1,648,1965,5549,"7/05/2016",2016,51
785000,7.9,"h",110,2,3,0,399,1950,5549,"7/11/2016",2016,66
1155000,7.9,"h",170,1,3,2,537,1945,5549,"7/11/2016",2016,71
1020000,7.9,"h",78,1,2,1,557,1955,5549,"10/09/2016",2016,61
1465000,7.9,"h",126,1,3,2,630,1960,5549,"10/09/2016",2016,56
855000,7.9,"t",130,2,3,2,0,1980,5549,"10/12/2016",2016,36
413000,7.9,"u",59,1,1,1,845,1960,5549,"10/12/2016",2016,56
1220000,7.9,"h",110,1,3,1,687,1975,5549,"11/02/2017",2017,42
1605000,7.9,"h",165,2,3,2,608,1920,5549,"12/11/2016",2016,96
587000,7.9,"u",78,1,2,1,721,1960,5549,"12/11/2016",2016,56
1535000,7.9,"h",140,1,3,2,691,1950,5549,"15/10/2016",2016,66
1470000,7.9,"h",217,2,4,1,694,1950,5549,"15/10/2016",2016,66
1486000,7.9,"h",158,1,3,2,645,1930,5549,"15/10/2016",2016,86
1730000,7.9,"h",292,2,5,2,689,2007,5549,"17/09/2016",2016,9
1850000,7.9,"h",232,2,3,2,684,2000,5549,"18/03/2017",2017,17
2600000,7.9,"h",411,3,5,1,1006,1920,5549,"18/06/2016",2016,96
5e+05,7.9,"u",70,1,2,1,71,1960,5549,"19/11/2016",2016,56
1102000,7.9,"h",115,1,3,1,597,1950,5549,"22/05/2016",2016,66
1275000,7.9,"h",169,2,3,2,834,1950,5549,"22/05/2016",2016,66
785000,7.9,"t",135,2,2,1,124,2010,5549,"22/08/2016",2016,6
1223500,7.9,"h",136,2,3,2,721,1980,5549,"22/08/2016",2016,36
1720000,7.9,"h",233,2,4,3,631,1935,5549,"22/08/2016",2016,81
1225000,7.9,"h",130,1,3,1,572,1930,5549,"23/04/2016",2016,86
1460000,7.9,"h",181,1,4,2,605,1940,5549,"24/09/2016",2016,76
421000,7.9,"u",58,1,1,1,0,1992,5549,"24/09/2016",2016,24
2090000,7.9,"h",315,3,4,2,608,1980,5549,"25/02/2017",2017,37
7e+05,7.9,"t",110,2,3,1,189,1990,5549,"27/06/2016",2016,26
2595000,7.9,"h",407,3,4,3,719,2007,5549,"28/05/2016",2016,9
710000,7.9,"t",120,1,2,1,134,2012,5549,"28/08/2016",2016,4
650000,7.9,"u",96,2,3,2,0,2000,5549,"28/08/2016",2016,16
515000,15,"h",114,1,3,4,597,1975,1202,"10/12/2016",2016,41
582000,15,"h",186,2,3,4,530,1980,1202,"16/07/2016",2016,36
545000,15,"h",163,2,3,2,570,1980,1202,"16/07/2016",2016,36
751000,15,"h",305,2,4,2,649,2000,1202,"19/11/2016",2016,16
5e+05,15,"h",100,1,4,2,574,1985,1202,"22/08/2016",2016,31
560000,15,"h",155,2,4,2,612,1980,1202,"24/09/2016",2016,36
703000,12.8,"h",200,2,3,2,683,1995,5629,"3/09/2016",2016,21
650000,12.8,"h",104,1,3,1,538,1970,5629,"3/09/2016",2016,46
770000,12.8,"t",201,2,3,1,331,2010,5629,"3/12/2016",2016,6
9e+05,12.8,"h",125,2,4,1,289,2011,5629,"3/12/2016",2016,5
7e+05,12.8,"h",116,2,3,2,288,1999,5629,"4/03/2017",2017,18
816000,12.8,"h",188,2,4,1,540,1978,5629,"4/03/2017",2017,39
845000,12.8,"h",126,1,4,1,622,1965,5629,"4/06/2016",2016,51
772000,12.8,"h",132,2,3,3,672,1980,5629,"7/05/2016",2016,36
650000,12.8,"h",113,2,3,2,3977,2013,5629,"7/05/2016",2016,3
757000,12.8,"h",140,2,3,1,532,1960,5629,"7/11/2016",2016,56
690000,12.8,"h",148,2,3,2,568,1970,5629,"8/10/2016",2016,46
583000,12.8,"h",133,1,3,1,412,2003,5629,"10/09/2016",2016,13
880000,12.8,"h",123,1,3,2,584,1980,5629,"10/12/2016",2016,36
580000,12.8,"u",138,2,3,2,112,2013,5629,"10/12/2016",2016,3
886000,12.8,"t",257,3,4,1,322,1950,5629,"10/12/2016",2016,66
920000,12.8,"h",182,2,4,2,745,1992,5629,"10/12/2016",2016,24
976000,12.8,"h",212,3,3,2,605,1980,5629,"12/11/2016",2016,36
1420000,12.8,"h",250,2,4,2,613,2011,5629,"12/11/2016",2016,5
9e+05,12.8,"h",127,1,3,1,713,1970,5629,"12/11/2016",2016,46
560000,12.8,"u",102,1,3,2,352,2000,5629,"14/05/2016",2016,16
1010000,12.8,"h",268,2,4,2,776,1980,5629,"14/05/2016",2016,36
835000,12.8,"h",184,2,4,3,708,1990,5629,"16/04/2016",2016,26
705000,12.8,"t",156,2,3,1,440,1995,5629,"16/04/2016",2016,21
680000,12.8,"t",154,2,3,2,224,1998,5629,"18/03/2017",2017,19
785000,12.8,"h",141,1,3,2,606,1965,5629,"18/06/2016",2016,51
695000,12.8,"h",154,2,3,2,716,1970,5629,"19/11/2016",2016,46
502000,12.8,"u",85,1,2,2,0,1990,5629,"22/05/2016",2016,26
770000,12.8,"h",174,2,4,2,546,1970,5629,"22/05/2016",2016,46
570000,12.8,"h",120,1,3,2,542,1970,5629,"22/05/2016",2016,46
830000,12.8,"h",198,2,4,2,686,1995,5629,"22/08/2016",2016,21
6e+05,12.8,"h",125,1,3,1,565,1970,5629,"22/08/2016",2016,46
825000,12.8,"h",126,2,3,1,630,2017,5629,"23/04/2016",2016,-1
735000,12.8,"h",184,2,4,2,547,2000,5629,"24/09/2016",2016,16
875000,12.8,"h",130,2,3,2,928,1970,5629,"26/07/2016",2016,46
601200,12.8,"h",147,1,3,1,554,1960,5629,"27/06/2016",2016,56
680000,12.8,"h",105,1,3,2,558,1980,5629,"27/06/2016",2016,36
705000,12.8,"h",201,1,3,2,616,1970,5629,"28/05/2016",2016,46
710000,12.8,"t",133,2,3,1,320,2013,5629,"28/08/2016",2016,3
732000,12.8,"h",233,2,4,2,544,1980,5629,"28/08/2016",2016,36
715000,12.8,"h",123,2,3,4,598,1970,5629,"30/07/2016",2016,46
852000,4.2,"h",138,1,3,1,166,2000,5263,"3/09/2016",2016,16
1037000,4.2,"h",106,1,3,1,188,1910,5263,"3/09/2016",2016,106
1470000,4.2,"h",121,1,3,1,199,1910,5263,"4/03/2017",2017,107
492500,4.2,"u",81,1,2,1,0,2008,5263,"4/06/2016",2016,8
420000,4.2,"u",55,1,2,1,0,1970,5263,"4/06/2016",2016,46
420000,4.2,"u",80,1,2,1,0,2002,5263,"6/08/2016",2016,14
1271000,4.2,"h",113,1,3,1,284,1900,5263,"7/05/2016",2016,116
1010000,4.2,"h",104,1,3,0,234,1900,5263,"7/05/2016",2016,116
750000,4.2,"t",112,1,2,1,325,2002,5263,"7/05/2016",2016,14
905000,4.2,"h",126,2,2,1,138,1999,5263,"8/10/2016",2016,17
960000,4.2,"h",72,1,2,1,174,1900,5263,"8/10/2016",2016,116
1031000,4.2,"h",99,1,2,1,163,1900,5263,"8/10/2016",2016,116
870000,4.2,"h",95,1,3,1,211,1992,5263,"8/10/2016",2016,24
1165000,4.2,"h",135,1,3,0,239,1910,5263,"10/09/2016",2016,106
1710000,4.2,"h",270,2,5,2,566,1890,5263,"10/09/2016",2016,126
1455000,4.2,"h",120,1,3,0,275,1900,5263,"10/12/2016",2016,116
365000,4.2,"u",47,1,1,1,0,2012,5263,"10/12/2016",2016,4
442000,4.2,"u",71,2,2,1,3448,2010,5263,"10/12/2016",2016,6
765000,4.2,"h",76,1,2,2,158,1965,5263,"10/12/2016",2016,51
515000,4.2,"u",81,1,2,1,3957,2010,5263,"11/02/2017",2017,7
370000,4.2,"u",50,1,1,1,0,2012,5263,"12/06/2016",2016,4
1234500,4.2,"h",127,2,2,2,169,2008,5263,"13/08/2016",2016,8
666000,4.2,"u",92,1,2,2,1111,1998,5263,"13/08/2016",2016,18
825000,4.2,"h",88,1,2,1,211,1915,5263,"14/05/2016",2016,101
812000,4.2,"t",79,1,2,0,132,1887,5263,"16/04/2016",2016,129
1900000,4.2,"h",270,2,5,2,566,1890,5263,"16/04/2016",2016,126
445000,4.2,"u",67,1,1,0,0,1997,5263,"18/03/2017",2017,20
732000,4.2,"h",130,2,2,1,94,2002,5263,"18/06/2016",2016,14
1260000,4.2,"h",147,2,3,2,250,1900,5263,"19/11/2016",2016,116
1e+06,4.2,"h",132,2,3,2,211,1997,5263,"19/11/2016",2016,19
1155000,4.2,"h",101,1,2,1,197,1890,5263,"19/11/2016",2016,126
790000,4.2,"t",136,2,3,2,1181,2003,5263,"22/08/2016",2016,13
7e+05,4.2,"t",97,2,2,1,324,2009,5263,"22/08/2016",2016,7
1230000,4.2,"h",109,1,3,1,312,1915,5263,"22/08/2016",2016,101
460000,4.2,"u",84,1,2,1,0,2010,5263,"23/04/2016",2016,6
395000,4.2,"u",80,1,2,1,0,2002,5263,"23/04/2016",2016,14
850000,4.2,"h",90,1,2,1,169,1900,5263,"24/09/2016",2016,116
868000,4.2,"h",103,1,2,1,97,2000,5263,"25/02/2017",2017,17
773000,4.2,"t",90,1,2,1,0,1970,5263,"26/07/2016",2016,46
631090,4.2,"u",94,2,2,1,2136,2012,5263,"27/06/2016",2016,4
410000,4.2,"u",86,1,2,1,0,2000,5263,"27/06/2016",2016,16
425000,4.2,"u",59,1,2,1,0,2006,5263,"27/11/2016",2016,10
610000,5.6,"u",72,1,2,1,745,1968,10331,"4/03/2017",2017,49
882000,5.6,"u",141,2,3,2,0,1950,10331,"4/06/2016",2016,66
3550000,5.6,"h",374,3,4,4,992,1935,10331,"7/11/2016",2016,81
1326000,5.6,"h",80,1,2,2,405,1890,10331,"7/11/2016",2016,126
1950000,5.6,"h",251,2,4,2,400,2000,10331,"8/10/2016",2016,16
2550000,5.6,"h",220,2,4,2,603,1930,10331,"10/09/2016",2016,86
1878000,5.6,"h",426,2,3,1,392,2015,10331,"10/09/2016",2016,1
1910000,5.6,"h",199,3,4,2,277,2016,10331,"10/12/2016",2016,0
1410000,5.6,"h",127,1,3,2,304,1885,10331,"10/12/2016",2016,131
2310000,5.6,"h",175,1,3,2,782,1920,10331,"10/12/2016",2016,96
2315000,5.6,"h",183,2,4,0,364,1900,10331,"11/03/2017",2017,117
8e+05,5.6,"t",97,2,3,2,848,1970,10331,"12/11/2016",2016,46
4850000,5.6,"h",400,4,5,4,957,1930,10331,"12/11/2016",2016,86
